2800,1
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,1
2825,1
2826,0
2827,0
2828,0
2829,1
2830,1
2831,1
2832,1
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,1
2843,0
2844,1
2845,0
2846,1
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,0
2874,0
2875,0
2876,0
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,1
2899,1
2900,0
2901,0
2902,1
2903,0
2904,1
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,1
2934,1
2935,0
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,0
2946,0
2947,1
2948,1
2949,0
2950,0
2951,0
2952,1
2953,1
2954,1
2955,1
2956,0
2957,0
2958,0
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,1
2966,1
2967,1
2968,1
2969,0
2970,0
2971,0
2972,0
2973,1
2974,1
2975,0
2976,1
2977,1
2978,0
2979,1
2980,0
2981,1
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
2997,1
2998,1
2999,1
